recordId,stoylProductRefId,fieldName,businessObjectName,description,fieldSource,fieldType,relatedBusinessObject,defaultPrompts,category,usageType
25001,5a381a8f52c57b32c0343469,Payment Amount by Check,Payroll Result,The amount paid to a worker by check.,Workday Delivered,Currency,,,Payments,Default Areas
25002,5a381a8f52c57b32c0343469,Payment Amount by Direct Deposit,Payroll Result,The amount paid to a worker by direct deposit.,Workday Delivered,Currency,,,Payments,Default Areas
25003,5a381a8f52c57b32c0343469,Payment Amount for IRS 1099 Category parm,1099 Transaction,The payment amount for IRS 1099 category parm for the payment.,Workday Delivered,Currency,,,Amount,Drill Down
25004,5a381a8f52c57b32c0343469,Payment Amount for Reporting Transaction,Reporting Transaction,The payment amount for the reporting transaction.,Workday Delivered,Currency,,,Amount,Default Areas
25005,5a381a8f52c57b32c0343469,Payment Amount for Student Financial Account Payment,Reporting Transaction,The Payment Amount for Student Financial Account Payment.,Workday Delivered,Currency,,,Amount,Default Areas
25006,5a381a8f52c57b32c0343469,Payment Amount for this Invoice Line,Customer Invoice Line,,Calculated,Currency,,End Date,Customer Invoice,Default Areas
25007,5a381a8f52c57b32c0343469,Payment Amount in Base Currency,Journal Entry,,Calculated,Currency,,,Journal Entry,Default Areas
25008,5a381a8f52c57b32c0343469,Payment Amount in Base Currency form Journal,Supplier Payment,,Calculated,Currency,,,Supplier Payments,Default Areas
25009,5a381a8f52c57b32c0343469,Payment Amount Masked,Payment,Payment Amount masked with ****.,Workday Delivered,Text,,,Amount,Default Areas
25010,5a381a8f52c57b32c0343469,Payment Amount Promised,Customer Invoice Document,The payment amount promised when an invoice is put into collection.,Workday Delivered,Currency,,,Amount,Default Areas
25011,5a381a8f52c57b32c0343469,Payment Amount to be Apportioned to Line Amount in Base Currency,Supplier Invoice Line,,Calculated,Numeric,,,Tax,Default Areas
25012,5a381a8f52c57b32c0343469,Payment Amount Total,Payment Printing Run,The payment amount total for the payment printing run.,Workday Delivered,Currency,,,Amount,Default Areas
25013,5a381a8f52c57b32c0343469,Payment Application Amount as Negative Number,Payment Application,Payment application amount as a negative number,Workday Delivered,Currency,,,Amount,Default Areas
25014,5a381a8f52c57b32c0343469,Payment Applications not Canceled or Unapplied,Customer Transaction,"Returns related Customer Payment Applications, Writeoffs, and Invoice Adjustment applications for this transaction that are not currently canceled or unapplied.",Workday Delivered,Multi-instance,Customer Payment Application Descriptor,,Customer Payments,Default Areas
25015,5a381a8f52c57b32c0343469,Payment Bank Account,Payment,Financial Account payment is from (drill down ONLY),Workday Delivered,Single instance,Financial Account,,Uncategorized,Drill Down (Internal)
25016,5a381a8f52c57b32c0343469,Payment Canceled,Payment,Returns true if the payment is canceled.,Workday Delivered,Boolean,,,Status,Default Areas
25017,5a381a8f52c57b32c0343469,Payment Categories,Settlement Run,Payment Categories on Payments within Settlement Run,Workday Delivered,Multi-instance,Payment Category,,Settlements,Default Areas
25018,5a381a8f52c57b32c0343469,Payment Categories,Payment Message,The payment categories for the payment message.,Workday Delivered,Multi-instance,Payment Category,,Payment Message,Default Areas
25019,5a381a8f52c57b32c0343469,Payment Category,Payment Group,Payment Category for Payment Group,Workday Delivered,Single instance,Payment Category,,Payment Group,Default Areas
